Date,Momentum,BXM Volatility,Mkt-RF,SMB,HML,RF,HY Credit Spread,IG Credit Spread,VIX
1996-03-31,0.0015,287.18,-0.0021,0.0116,-0.0013,0.00018999999999999998,3.51,141.3,18.879998999999998
1996-04-30,0.0013,295.53,0.0003,0.0012,0.0013,0.00022000000000000003,3.29,124.0,15.83
1996-05-31,0.0004,301.29,-0.0018,0.008199999999999999,-0.0038,0.00018999999999999998,3.16,112.8,16.07
1996-06-30,0.006,305.78,0.0072,0.011399999999999999,-0.0025,0.0002,3.3,114.9,13.68
1996-07-31,0.0019,298.76,0.0073,0.0012,-0.0040999999999999995,0.0002,3.38,109.6,19.459999
1996-08-31,0.0003,302.71,-0.0063,0.0062,0.0021,0.00018999999999999998,3.17,109.7,17.01
1996-09-30,0.0002,314.27,0.002,0.0,0.0021,0.00022000000000000003,3.04,112.7,16.950001
1996-10-31,0.0036,318.18,0.0063,0.0009,-0.0043,0.00018,3.45,119.1,18.110001
1996-11-30,0.0,327.43,0.0027,0.0023,-0.0011,0.0002,3.5,127.9,17.139999
1996-12-31,-0.0022,324.86,-0.0102,0.020499999999999997,-0.0024,0.00022000000000000003,3.04,117.2,20.92
1997-01-31,0.0022,339.0,0.0031,0.0001,-0.0034999999999999996,0.0002,2.92,116.6,19.469998999999998
1997-02-28,-0.0063,342.11,-0.0049,0.0004,0.0015,0.0002,2.71,114.8,21.1
1997-03-31,-0.0076,336.25,-0.0226,0.0066,0.0106,0.00021,3.04,105.7,22.139999
1997-04-30,-0.003,346.92,0.009300000000000001,-0.0043,-0.0044,0.0002,3.1,116.2,20.059998999999998
1997-05-31,0.0007000000000000001,352.25,0.0055000000000000005,-0.003,0.0051,0.00023,2.8,118.1,19.190001000000002
1997-06-30,-0.0024,356.84,-0.001,0.0161,-0.0068000000000000005,0.00018,2.72,118.0,21.530001000000002
1997-07-31,0.0036,371.04,0.0018,0.0008,0.0026,0.00018999999999999998,2.65,120.9,21.48
1997-08-31,0.0015,370.78,-0.0021,0.0058,-0.0017000000000000001,0.0002,2.56,115.1,24.76
1997-09-30,-0.0033,387.01,-0.0043,0.0088,0.0032,0.00021,2.55,122.7,22.91
1997-10-31,0.0040999999999999995,385.48,0.011699999999999999,0.0012,-0.0052,0.00018,2.99,132.9,35.09
1997-11-30,-0.0004,405.1,0.0036,-0.0009,-0.0007000000000000001,0.00021,2.91,123.6,27.43
1997-12-31,-0.0022,411.41,0.0021,0.0086,-0.0023,0.00022000000000000003,3.14,125.8,24.01
1998-01-31,-0.0007000000000000001,421.69,-0.004,0.003,0.0016,0.00021,3.05,145.5,21.469998999999998
1998-02-28,-0.0013,431.7,0.0005,0.0006,0.0022,0.00021,3.0,141.8,18.549999
1998-03-31,0.006500000000000001,436.52,0.0077,0.0007000000000000001,-0.0022,0.00018,2.92,139.6,24.219998999999998
1998-04-30,0.0063,447.53,0.0147,-0.0026,-0.0044,0.0002,3.11,137.9,21.18
1998-05-31,0.0046,451.45,-0.0042,0.0064,0.004699999999999999,0.0002,3.37,137.8,21.32
1998-06-30,-0.0007000000000000001,468.26,-0.002,0.0087,-0.0013,0.00018999999999999998,3.63,141.4,19.709999
1998-07-31,-0.0022,454.08,-0.0187,-0.0027,0.0040999999999999995,0.00018,3.57,144.6,24.799999
1998-08-31,-0.0087,400.38,-0.06709999999999999,-0.0019,0.024300000000000002,0.0002,5.48,189.4,44.279999
1998-09-30,0.0042,430.75,-0.0258,0.0235,0.0017000000000000001,0.00022000000000000003,6.03,226.0,40.950001
1998-10-31,-0.0085,459.65,0.012199999999999999,-0.008,0.0070999999999999995,0.00015,6.49,235.5,28.049999
1998-11-30,0.0037,468.05,-0.0231,0.0121,0.0072,0.00015,5.62,205.6,26.01
1998-12-31,-0.0197,489.37,0.0043,0.018500000000000003,0.0006,0.00017,5.88,216.2,24.42
1999-01-31,0.0042,507.22,0.0095,0.0019,-0.006,0.00018999999999999998,5.59,211.9,26.25
1999-02-28,-0.0032,518.05,-0.0049,0.0003,0.0045000000000000005,0.00018999999999999998,5.26,185.3,27.879998999999998
1999-03-31,0.0025,524.47,-0.0086,-0.0001,0.0022,0.00018,5.24,194.8,23.26
1999-04-30,-0.0009,546.25,-0.004699999999999999,0.0069,-0.004,0.00018,4.82,190.2,25.07
1999-05-31,0.0053,547.86,0.015300000000000001,-0.0007000000000000001,-0.0066,0.00017,5.05,187.0,25.389999
1999-06-30,0.012,578.71,0.016,0.0101,-0.0148,0.00018,5.18,189.0,21.09
1999-07-31,0.005,559.35,-0.0072,0.0154,-0.0019,0.00018,5.03,188.7,24.639999
1999-08-31,0.0085,562.22,-0.0017000000000000001,0.0026,-0.0012,0.00018,5.26,191.0,24.450001
1999-09-30,0.0033,563.39,0.0092,0.0036,-0.0086,0.00018,5.65,196.3,25.41
1999-10-31,0.0105,569.57,0.0173,-0.0101,-0.0038,0.00018,5.74,183.6,22.200001
1999-11-30,-0.0043,567.01,-0.0128,-0.0023,0.013300000000000001,0.00017,5.47,170.9,24.18
1999-12-31,0.0037,592.96,0.0052,0.0132,0.0033,0.0002,5.1,162.8,24.639999
2000-01-31,-0.0032,584.86,0.015,-0.0286,-0.0040999999999999995,0.00021,5.26,148.5,24.950001
2000-02-29,0.018600000000000002,582.06,0.0196,0.0197,-0.0070999999999999995,0.00022000000000000003,5.49,166.1,23.370001000000002
2000-03-31,0.0146,610.47,0.011899999999999999,0.0027,0.0002,0.0002,6.49,200.6,24.110001
2000-04-30,0.012,610.1,0.0007000000000000001,0.0233,-0.0008,0.00024,6.51,197.8,26.200001
2000-05-31,0.0011,615.54,-0.0022,0.0005,0.0053,0.00023,6.71,212.8,23.65
2000-06-30,0.0038,627.23,0.0074,0.0184,-0.0151,0.00018,6.6,213.9,19.540001
2000-07-31,0.0052,626.63,0.0103,0.0077,-0.0040999999999999995,0.00024,6.64,201.9,20.74
2000-08-31,0.012,661.37,0.011899999999999999,0.0016,-0.0066,0.00022000000000000003,6.93,229.5,16.84
2000-09-30,-0.0087,649.8,-0.0126,0.006999999999999999,0.0128,0.00025,7.06,230.8,20.57
2000-10-31,0.0083,645.19,0.0275,0.0059,-0.0166,0.00025,7.9,235.9,23.629998999999998
2000-11-30,0.013600000000000001,626.49,-0.0203,-0.0067,0.015,0.00024,9.11,248.2,29.65
2000-12-31,-0.0001,636.81,-0.0123,-0.0021,0.014499999999999999,0.00025,9.34,272.8,26.85
2001-01-31,0.0055000000000000005,659.12,-0.0072,0.0040999999999999995,0.0028000000000000004,0.00026000000000000003,7.4,252.6,22.02
2001-02-28,0.0109,621.95,-0.0148,0.0044,0.008100000000000001,0.0002,7.37,276.4,28.35
2001-03-31,0.0012,586.98,0.011899999999999999,0.0166,-0.006,0.00018999999999999998,7.62,276.3,28.639999
2001-04-30,-0.0111,604.32,0.0003,0.0073,-0.0051,0.0002,7.62,255.2,25.48
2001-05-31,-0.0055000000000000005,612.59,0.0073,-0.0029,-0.0016,0.00015,6.78,246.9,22.639999
2001-06-30,-0.0102,603.3,0.0034999999999999996,0.0245,-0.0089,0.00013000000000000002,7.3,236.8,19.059998999999998
2001-07-31,0.0014000000000000002,613.0,0.005,-0.0051,0.0012,0.00014,7.35,246.6,21.620001000000002
2001-08-31,-0.0083,589.6,0.0042,-0.0039000000000000003,0.0029,0.00013000000000000002,7.35,254.8,24.92
2001-09-30,-0.005,527.63,0.0225,0.004,0.0051,0.00018,9.18,312.2,31.93
2001-10-31,-0.009899999999999999,534.45,0.0018,0.013600000000000001,-0.0022,0.0001,9.03,310.8,33.560001
2001-11-30,0.0022,553.12,-0.0014000000000000002,-0.002,0.0029,8e-05,8.08,283.8,23.84
2001-12-31,-0.0024,567.25,-0.0104,0.0021,0.0078000000000000005,7e-05,7.41,256.9,23.799999
2002-01-31,0.0034000000000000002,572.34,0.013500000000000002,-0.0059,0.0023,7e-05,7.07,241.7,21.09
2002-02-28,0.0018,571.86,-0.0031,-0.0027,0.0053,7e-05,7.45,247.3,21.59
2002-03-31,-0.0042,585.55,0.0029,-0.0016,0.0031,7e-05,6.39,228.0,17.4
2002-04-30,0.0006,561.91,0.012,0.0054,0.0012,7e-05,6.22,238.53,21.91
2002-05-31,0.006,566.18,0.0019,-0.0016,0.0022,7e-05,6.51,228.73,19.98
2002-06-30,-0.0018,535.6,0.0012,0.0008,0.0182,6e-05,7.64,246.35,25.4
2002-07-31,0.0049,490.95,0.006500000000000001,-0.0254,0.0003,7e-05,9.08,262.12,32.029999
2002-08-31,0.014499999999999999,498.27,-0.0028000000000000004,-0.0040999999999999995,0.0089,6e-05,9.17,273.91,32.639998999999996
2002-09-30,0.0017000000000000001,461.67,-0.0128,0.0146,-0.0042,7e-05,10.01,308.58,39.689999
2002-10-31,-0.0089,495.91,-0.0040999999999999995,0.0026,0.0037,6e-05,10.13,308.75,31.139999
2002-11-30,-0.0046,523.05,-0.0032,-0.0066,0.0052,6e-05,8.36,270.48,27.5
2002-12-31,-0.0078000000000000005,523.92,0.0012,0.0003,0.0060999999999999995,5e-05,8.26,287.4,28.620001000000002
2003-01-31,0.008,521.21,0.0128,-0.003,0.0026,5e-05,7.51,273.75,31.17
2003-02-28,-0.004699999999999999,517.03,0.0040999999999999995,-0.0069,0.0021,5e-05,7.63,283.03,29.629998999999998
2003-03-31,0.008199999999999999,517.2,-0.0165,0.0075,0.0044,5e-05,6.84,267.4,29.15
2003-04-30,-0.0034999999999999996,554.32,0.0003,0.0076,0.0028000000000000004,5e-05,5.65,246.41,21.209999
2003-05-31,-0.0044,563.76,0.015300000000000001,0.0024,0.0007000000000000001,4e-05,6.05,259.01,19.469998999999998
2003-06-30,-0.0003,561.31,-0.0017000000000000001,-0.0012,0.0042,5e-05,5.32,253.67,19.52
2003-07-31,-0.0029,575.15,0.0032,0.0026,0.004,3e-05,4.73,231.45,19.49
2003-08-31,0.0012,591.63,0.0053,-0.0031,0.0034000000000000002,3e-05,4.51,209.64,18.629998999999998
2003-09-30,-0.0078000000000000005,580.58,-0.0096,-0.0005,0.0015,4e-05,4.49,217.24,22.719998999999998
2003-10-31,-0.0058,607.46,0.0028000000000000004,-0.0054,-0.0009,3e-05,3.8,201.73,16.1
2003-11-30,0.0059,614.81,0.0011,0.0027,-0.0015,4e-05,3.56,193.84,16.32
2003-12-31,-0.0016,625.38,0.0001,-0.0139,0.0003,4e-05,3.15,194.45,18.309998999999998
2004-01-31,0.0059,628.13,-0.0015,0.003,0.0038,3e-05,2.99,189.81,16.629998999999998
2004-02-29,0.0031,636.5,0.0011,0.0019,0.0036,3e-05,3.28,199.89,14.55
2004-03-31,-0.0007000000000000001,635.58,0.0,0.0013,0.0017000000000000001,4e-05,3.38,207.52,16.74
2004-04-30,-0.005699999999999999,634.0,-0.0066,-0.0083,-0.0002,4e-05,3.0,186.47,17.190001000000002
2004-05-31,0.0011,638.81,0.0002,-0.0002,0.001,3e-05,3.48,180.32,15.5
2004-06-30,0.004699999999999999,651.89,0.0048,0.0011,0.003,4e-05,3.42,173.94,14.34
2004-07-31,0.0054,641.08,0.0014000000000000002,0.0021,-0.0032,5e-05,3.38,174.53,15.32
2004-08-31,0.0070999999999999995,647.43,0.0048,0.0004,0.0014000000000000002,5e-05,3.43,184.33,15.29
2004-09-30,0.009899999999999999,652.69,0.0006,0.001,0.0052,5e-05,3.24,177.06,13.34
2004-10-31,0.0024,658.65,0.0018,-0.0053,0.0025,5e-05,3.07,177.65,16.27
2004-11-30,0.0060999999999999995,660.36,-0.0037,0.0017000000000000001,0.0011,7e-05,2.6,163.08,13.24
2004-12-31,0.0004,677.26,-0.0014000000000000002,-0.0001,0.002,7e-05,2.54,155.18,13.29
2005-01-31,0.006999999999999999,673.89,0.0097,0.0078000000000000005,0.0016,8e-05,2.86,142.2,12.82
2005-02-28,0.0019,681.95,-0.0060999999999999995,0.0027,0.0004,9e-05,2.41,128.34,12.08
2005-03-31,0.0087,679.93,0.0,-0.0005,0.0064,0.0001,3.24,120.85,14.02
2005-04-30,0.0007000000000000001,673.75,0.0104,-0.004,-0.0004,0.0001,3.91,129.24,15.31
2005-05-31,0.0053,687.39,-0.0049,0.004699999999999999,0.0028000000000000004,0.00011000000000000002,3.91,138.9,13.29
2005-06-30,0.0028000000000000004,682.81,-0.0063,0.002,0.0027,0.0001,3.81,136.7,12.04
2005-07-31,0.0023,703.28,-0.0066,0.0023,0.0011,0.00012,3.23,121.4,11.57
2005-08-31,0.0092,710.87,0.011000000000000001,0.0072,-0.0006,0.00013000000000000002,3.66,126.63,12.6
2005-09-30,0.0016,720.96,0.002,0.0032,-0.0017000000000000001,0.00014,3.61,129.6,11.92
2005-10-31,0.0032,705.77,0.0096,0.008,0.0004,0.00013000000000000002,3.68,130.94,15.32
2005-11-30,0.0023,707.28,-0.0043,0.011399999999999999,-0.0015,0.00015,3.82,132.6,12.06
2005-12-31,-0.0004,706.04,-0.005,-0.0022,0.0026,0.00015,3.86,134.89,12.07
2006-01-31,0.0023,720.52,-0.0021,0.0060999999999999995,-0.0003,0.00017,3.56,136.48,12.95
2006-02-28,-0.0037,727.87,-0.011000000000000001,-0.0021,0.0006,0.00018,3.55,123.9,12.34
2006-03-31,0.0009,735.49,-0.0023,0.0069,-0.0005,0.00016,3.28,129.28,11.39
2006-04-30,-0.0025,745.76,0.0005,0.0014000000000000002,0.0052,0.00018999999999999998,3.09,129.95,11.59
2006-05-31,0.008100000000000001,730.85,0.009399999999999999,0.0036,0.0037,0.0002,3.18,129.14,16.440001000000002
2006-06-30,0.0058,740.51,-0.0002,0.0113,0.0013,0.00018,3.44,128.36,13.08
2006-07-31,0.0068000000000000005,752.51,-0.0009,0.0026,-0.001,0.0002,3.53,130.06,14.95
2006-08-31,0.0013,761.58,0.0003,0.0,0.0023,0.00018,3.6,134.42,12.31
2006-09-30,0.0007000000000000001,772.94,-0.0033,-0.0063,0.0025,0.0002,3.54,124.24,11.98
2006-10-31,0.0002,782.2,-0.0007000000000000001,-0.0034000000000000002,-0.0011,0.00018,3.42,120.19,11.1
2006-11-30,-0.003,793.48,0.0011,0.0013,0.0021,0.0002,3.37,119.19,10.91
2006-12-31,-0.001,800.16,-0.0051,-0.0027,-0.0003,0.0002,3.0,121.78,11.56
2007-01-31,-0.0013,815.39,0.0064,-0.0042,0.0002,0.00022000000000000003,2.8,118.2,10.42
2007-02-28,0.005,805.1,0.004699999999999999,-0.0051,0.0036,0.0002,2.88,119.43,15.42
2007-03-31,0.0011,807.02,-0.0007000000000000001,0.0027,-0.0005,0.00018999999999999998,2.95,134.57,14.64
2007-04-30,0.0002,812.77,-0.009300000000000001,-0.0092,0.0003,0.00022000000000000003,2.85,129.78,14.22
2007-05-31,-0.0022,831.12,0.0013,0.0034999999999999996,-0.003,0.00018,2.59,124.21,13.05
2007-06-30,0.0040999999999999995,830.27,-0.0019,-0.0034999999999999996,0.0011,0.00018999999999999998,3.08,124.56,16.23
2007-07-31,0.0019,812.71,-0.011899999999999999,0.0032,-0.0003,0.00018999999999999998,4.34,152.12,23.52
2007-08-31,0.0021,821.76,0.011200000000000002,0.0005,-0.0007000000000000001,0.00018,4.55,170.08,23.379998999999998
2007-09-30,-0.0011,833.07,-0.0037,-0.0054,0.0003,0.00017,4.05,165.35,18.0
2007-10-31,0.0067,853.26,0.0123,0.0004,-0.0012,0.00014,4.25,159.92,18.530001000000002
2007-11-30,-0.0143,837.41,0.006999999999999999,-0.0062,0.0086,0.00016,5.54,205.21,22.870001000000002
2007-12-31,-0.0079,852.88,-0.006500000000000001,0.0002,0.0040999999999999995,0.00014,5.62,208.68,22.5
2008-01-31,-0.0169,802.38,0.0166,0.0083,0.0046,0.0001,6.45,252.69,26.200001
2008-02-29,0.0103,809.97,-0.0264,0.0012,-0.0017000000000000001,7e-05,7.07,264.08,26.540001
2008-03-31,-0.0088,823.41,0.005699999999999999,0.0003,0.0059,9e-05,7.45,281.04,25.610001
2008-04-30,0.008199999999999999,843.24,-0.003,-0.0012,0.0009,8e-05,6.29,252.21,20.790001
2008-05-31,0.0045000000000000005,853.76,0.0029,0.0026,0.0,8e-05,6.0,235.05,17.83
2008-06-30,0.0191,802.62,-0.0007000000000000001,-0.012199999999999999,0.0031,8e-05,6.92,240.1,23.950001
2008-07-31,-0.009399999999999999,802.95,-0.0116,0.0062,0.0036,7e-05,7.48,258.38,22.940001000000002
2008-08-31,-0.004699999999999999,818.05,-0.0125,0.0023,0.0064,6e-05,7.75,260.84,20.65
2008-09-30,-0.026699999999999998,770.79,0.048799999999999996,-0.0368,0.0288,7e-05,10.09,317.66,39.389998999999996
2008-10-31,-0.0040999999999999995,655.08,0.018799999999999997,0.0226,0.0197,4e-05,14.72,411.7,59.889998999999996
2008-11-30,-0.0242,585.21,0.0106,-0.0066,0.0191,1e-05,18.91,439.0,55.279999
2008-12-31,-0.0184,608.49,0.017,0.015300000000000001,0.0075,0.0,17.22,408.77,40.0
2009-01-31,0.0182,585.07,-0.0216,0.0022,-0.012199999999999999,0.0,15.03,376.97,44.84
2009-02-28,0.0231,547.99,-0.020099999999999996,0.018000000000000002,-0.0213,1e-05,16.03,357.69,46.349998
2009-03-31,-0.016,592.75,0.0129,-0.005600000000000001,0.0155,1e-05,15.46,397.71,44.139998999999996
2009-04-30,-0.0258,615.12,-0.0004,-0.0043,-0.0064,1e-05,12.01,364.13,36.5
2009-05-31,-0.0062,642.67,0.0138,0.0055000000000000005,-0.002,0.0,10.25,306.06,28.92
2009-06-30,0.0003,655.38,-0.0074,0.0025,-0.0018,0.0,8.75,257.74,26.35
2009-07-31,-0.0123,686.54,0.0005,-0.0016,0.0127,1e-05,8.04,229.04,25.92
2009-08-31,0.0083,695.88,-0.0086,-0.004699999999999999,-0.0063,1e-05,7.92,218.25,26.01
2009-09-30,0.0063,708.99,-0.004,-0.0055000000000000005,-0.0063,0.0,7.0,213.47,25.610001
2009-10-31,-0.0023,704.97,-0.027999999999999997,-0.0008,-0.0187,0.0,6.64,218.72,30.690001000000002
2009-11-30,-0.0018,746.92,0.0028000000000000004,-0.0039000000000000003,0.0075,0.0,6.57,233.22,24.51
2009-12-31,0.0005,766.18,-0.009899999999999999,-0.002,0.0032,0.0,5.22,200.32,21.68
2010-01-31,-0.0123,734.77,-0.0097,-0.0004,-0.0044,0.0,5.38,212.56,24.620001000000002
2010-02-28,0.0040999999999999995,762.78,0.0013,-0.0055000000000000005,0.0039000000000000003,0.0,5.54,211.83,19.5
2010-03-31,-0.0014000000000000002,774.49,-0.0036,-0.0049,0.0016,0.0,4.64,202.43,17.59
2010-04-30,-0.0111,772.73,-0.0172,-0.0096,-0.0092,1e-05,4.46,192.68,22.049999
2010-05-31,-0.0033,725.23,-0.0118,0.0005,-0.0064,1e-05,6.0,224.78,32.07
2010-06-30,-0.0037,695.03,-0.0098,0.0004,-0.0036,1e-05,6.23,225.89,34.540001000000004
2010-07-31,0.0017000000000000001,741.15,0.0006,0.0004,-0.0021,1e-05,5.43,225.48,23.5
2010-08-31,0.0048,739.55,0.0001,-0.0026,0.0076,1e-05,5.99,231.17,26.049999
2010-09-30,-0.0054,767.23,-0.0026,0.0004,0.0029,1e-05,5.29,242.02,23.700001
2010-10-31,0.0014000000000000002,776.79,0.0007000000000000001,0.0032,-0.001,1e-05,4.68,259.07,21.200001
2010-11-30,0.0008,784.58,-0.0059,-0.0021,-0.0003,1e-05,5.1,245.32,23.540001
2010-12-31,-0.0015,811.07,-0.001,-0.0064,0.0023,1e-05,4.22,210.65,17.75
2011-01-31,0.0063,819.71,0.0070999999999999995,0.0,-0.0027,0.0,3.65,219.96,19.530001000000002
2011-02-28,-0.0023,829.13,0.0042,-0.0044,0.0027,1e-05,3.41,205.28,18.35
2011-03-31,0.0022,823.1,-0.0011,0.0058,-0.0032,0.0,3.55,206.97,17.74
2011-04-30,0.0066,840.74,0.0029,0.0021,-0.0005,0.0,3.46,217.15,14.75
2011-05-31,0.0025,845.96,0.0104,0.0042,-0.0005,0.0,3.76,216.16,15.45
2011-06-30,0.004,830.71,0.009899999999999999,0.0018,-0.0024,0.0,4.16,225.67,16.52
2011-07-31,0.0012,824.64,-0.005600000000000001,0.0023,0.0012,0.0,4.35,238.86,25.25
2011-08-31,-0.0034000000000000002,765.89,0.0042,-0.0074,0.0026,0.0,6.29,254.1,31.620001000000002
2011-09-30,0.0069,738.32,-0.025,-0.0017000000000000001,-0.0008,0.0,7.59,259.46,42.959998999999996
2011-10-31,0.0223,812.26,-0.025,0.0005,-0.0079,0.0,6.09,245.67,29.959999
2011-11-30,-0.018799999999999997,831.02,0.0444,0.0104,0.010700000000000001,0.0,6.8,234.2,27.799999
2011-12-31,-0.0066,857.46,-0.004,-0.0007000000000000001,-0.0015,0.0,6.48,242.38,23.4
2012-01-31,0.0024,869.31,-0.0005,-0.0006,0.0003,0.0,5.72,251.25,19.440001000000002
2012-02-29,0.0068000000000000005,886.4,-0.0055000000000000005,-0.0103,0.0022,0.0,5.02,231.05,18.43
2012-03-31,-0.0016,900.28,0.0028000000000000004,-0.006999999999999999,-0.0006,0.0,5.02,229.12,15.5
2012-04-30,-0.0024,904.91,-0.0049,-0.006,0.0009,0.0,5.16,247.1,17.15
2012-05-31,0.002,866.76,-0.0023,0.0015,0.005600000000000001,0.0,6.32,259.38,24.059998999999998
2012-06-30,-0.0116,898.44,0.0255,0.0039000000000000003,-0.0070999999999999995,0.0,5.71,242.51,17.08
2012-07-31,-0.0006,908.92,-0.004699999999999999,0.0,0.0027,0.0,5.42,238.02,18.93
2012-08-31,-0.0044,917.53,0.0052,-0.0007000000000000001,0.0001,0.0,5.19,238.16,17.469998999999998
2012-09-30,-0.0008,925.17,-0.0046,-0.0031,-0.0023,0.0,4.88,228.65,15.73
2012-10-31,-0.0016,918.43,0.0014000000000000002,0.0052,0.0033,0.0,4.8,222.81,18.6
2012-11-30,0.0007000000000000001,900.9,0.0002,-0.0014000000000000002,0.0028000000000000004,0.0,4.83,229.44,15.87
2012-12-31,0.0024,902.09,0.0171,0.0042,-0.0006,1e-05,4.37,220.26,18.02
2013-01-31,-0.0036,921.91,-0.0008,0.0068000000000000005,0.0021,0.0,3.89,225.52,14.38
2013-02-28,0.0031,925.63,-0.0005,0.0009,-0.0016,0.0,3.9,227.78,15.51
2013-03-31,0.005,945.6,0.0039000000000000003,-0.0027,-0.0028000000000000004,0.0,3.82,235.14,12.7
2013-04-30,-0.0078000000000000005,959.99,0.0029,0.0038,-0.0006,0.0,3.54,230.34,13.52
2013-05-31,-0.0026,955.98,-0.0131,0.0051,-0.0025,0.0,3.58,222.18,16.299999
2013-06-30,-0.0040999999999999995,946.0,-0.0033,0.0032,-0.0011,0.0,4.17,225.43,16.860001
2013-07-31,0.0062,958.33,0.0009,0.0017000000000000001,0.001,0.0,3.53,209.24,13.45
2013-08-31,-0.0045000000000000005,946.29,-0.004699999999999999,-0.011399999999999999,-0.0021,0.0,3.58,196.61,17.01
2013-09-30,0.0026,953.72,-0.0049,0.0051,0.0005,0.0,3.62,211.91,16.6
2013-10-31,0.0037,987.9,-0.0034000000000000002,-0.0009,-0.0042,0.0,3.09,211.31,13.75
2013-11-30,-0.002,1001.12,-0.0002,0.0029,-0.0016,0.0,2.86,203.55,13.7
2013-12-31,0.0006,1021.68,0.0044,-0.0017000000000000001,0.0004,0.0,2.61,180.18,13.72
2014-01-31,0.0011,1001.59,-0.0066,-0.0005,-0.0040999999999999995,0.0,3.0,193.6,18.41
2014-02-28,-0.0029,1043.94,0.0015,-0.006999999999999999,0.008199999999999999,0.0,2.49,187.24,14.0
2014-03-31,0.0068000000000000005,1046.66,0.0097,0.009899999999999999,-0.0015,0.0,2.51,175.29,13.88
2014-04-30,0.0054,1057.22,0.0034999999999999996,0.0022,-0.0001,0.0,2.39,176.05,13.41
2014-05-31,-0.0002,1077.18,0.0006,-0.0067,0.0026,0.0,2.51,175.41,11.4
2014-06-30,0.0012,1079.55,0.0007000000000000001,0.0026,0.0019,0.0,2.38,177.5,11.57
2014-07-31,-0.0068000000000000005,1077.25,-0.0203,-0.002,0.0045000000000000005,0.0,3.13,169.94,16.950001
2014-08-31,0.0005,1105.74,0.0039000000000000003,0.0028000000000000004,0.001,0.0,2.86,174.69,12.09
2014-09-30,-0.0016,1088.24,-0.004,-0.01,0.0014000000000000002,0.0,3.63,174.31,16.309998999999998
2014-10-31,-0.0004,1069.6,0.0123,0.0029,0.002,0.0,3.49,181.47,14.03
2014-11-30,0.0123,1067.06,-0.0034999999999999996,-0.0091,-0.0102,0.0,3.96,196.6,13.33
2014-12-31,-0.0048,1079.29,-0.009300000000000001,0.0049,-0.0038,0.0,4.44,180.88,19.200001
2015-01-31,-0.0264,1064.1,-0.013000000000000001,-0.0077,0.0004,0.0,4.82,193.93,20.969998999999998
2015-02-28,-0.0021,1093.68,-0.0036,-0.0021,0.0021,0.0,3.89,182.7,13.34
2015-03-31,-0.0023,1097.55,-0.0075,0.0042,0.0036,0.0,4.26,188.69,15.29
2015-04-30,-0.0115,1113.32,-0.0111,-0.010700000000000001,0.0075,0.0,3.92,194.06,14.55
2015-05-31,0.0012,1123.71,-0.0058,0.0003,0.0007000000000000001,0.0,3.8,208.86,13.84
2015-06-30,0.0069,1118.86,0.0033,0.0032,-0.0066,0.0,4.22,208.43,18.23
2015-07-31,0.0125,1150.16,-0.0015,0.008199999999999999,-0.0102,0.0,4.69,217.99,12.12
2015-08-31,-0.018000000000000002,1094.46,-0.0074,0.0076,0.0141,0.0,5.04,221.87,28.43
2015-09-30,0.0036,1092.2,0.018799999999999997,-0.0042,-0.0049,0.0,6.0,227.04,24.5
2015-10-31,-0.0105,1138.79,-0.0040999999999999995,0.0022,-0.0054,0.0,5.27,224.79,15.07
2015-11-30,-0.0067,1145.17,-0.004699999999999999,0.0014000000000000002,0.0068000000000000005,0.0,5.8,217.64,16.129998999999998
2015-12-31,-0.0097,1135.87,-0.0092,-0.0024,0.0023,0.0,6.47,219.06,18.209999
2016-01-31,-0.012,1087.55,0.025699999999999997,0.0046,0.0039000000000000003,0.0,7.25,241.91,20.200001
2016-02-29,-0.008,1105.6,-0.0069,0.0066,0.0026,1e-05,7.31,251.59,20.549999
2016-03-31,-0.011000000000000001,1127.39,-0.0011,0.0044,-0.0048,1e-05,6.44,226.99,13.95
2016-04-30,0.0067,1132.38,-0.005,-0.0015,0.0042,0.0,5.54,213.67,15.7
2016-05-31,-0.0063,1150.23,-0.0001,0.0051,-0.0037,1e-05,5.46,211.72,14.19
2016-06-30,0.006999999999999999,1163.51,0.014199999999999999,0.0034999999999999996,0.0045000000000000005,1e-05,5.81,222.39,15.63
2016-07-31,0.0015,1172.74,0.0017000000000000001,-0.0001,0.0003,1e-05,5.26,211.69,11.87
2016-08-31,0.0025,1183.87,-0.0024,-0.0039000000000000003,0.0013,1e-05,4.73,198.34,13.42
2016-09-30,-0.0033,1184.83,0.0088,0.0036,0.0034999999999999996,1e-05,4.58,200.56,13.29
2016-10-31,0.0084,1187.41,0.0002,0.0004,0.0015,1e-05,4.45,205.03,17.059998999999998
2016-11-30,-0.0073,1214.79,-0.0025,-0.0039000000000000003,0.0223,1e-05,4.18,180.18,13.33
2016-12-31,-0.0031,1216.13,-0.0052,-0.0013,0.0018,1e-05,3.68,178.57,14.04
2017-01-31,-0.0070999999999999995,1243.1,0.0,0.0088,-0.0058,2e-05,3.38,174.84,11.99
